CUST_ID,AGE_GB,EST_INCOME,CB_SCORE,TOTAL_SPENDING,SPENDING_COUNT,INST_CNT,OVERDUE_CNT,PAY_VISIT_CNT,TEL_GRADE,s_trust,s_activity,s_potential,tps_score
SYN_8682,20대,43225694,737,20513529,42,5,0,13,1,75.0,53.077,49.658,60.820499999999996
SYN_8684,20대,47470258,744,13592945,65,6,0,19,5,70.0,61.177,79.334,70.1533
SYN_8685,20대,46277742,713,22387149,11,7,0,19,3,65.0,50.283,62.974000000000004,59.97709999999999
SYN_8686,50대,43469707,765,24952380,23,4,0,10,1,80.0,46.76,22.626,52.815799999999996
SYN_8694,20대,56038183,689,23876693,22,9,0,4,4,55.0,35.298,76.69800000000001,55.5988
SYN_8697,20대,35913532,659,15966211,33,1,0,7,1,95.0,32.811,39.168,59.5937
SYN_8706,30대,43459480,799,9890207,78,6,0,3,3,70.0,37.172000000000004,67.95,59.53660000000001
SYN_8707,20대,56571132,800,30876001,43,9,0,11,1,55.0,62.072,69.23400000000001,61.3918
SYN_8709,20대,47816331,685,15022892,96,2,0,5,3,90.0,55.95700000000001,62.712,71.6007
SYN_8718,30대,45920175,821,20481337,28,9,0,7,3,55.0,37.708999999999996,72.422,55.0393
SYN_8720,30대,47986445,699,28390933,39,7,0,3,2,65.0,46.592,57.926,57.355399999999996
SYN_8723,20대,55839252,770,24468818,58,5,0,19,2,75.0,74.783,72.06800000000001,74.0553
SYN_8727,30대,50598684,815,24787475,52,3,0,9,4,85.0,57.929,83.77799999999999,76.51209999999999
SYN_8728,30대,60344114,747,22817789,25,1,0,10,4,95.0,44.385999999999996,83.23,76.28479999999999
SYN_8729,30대,40679690,786,9118203,61,6,0,14,4,70.0,45.917,70.25,62.8501
SYN_8730,30대,48869117,708,25365013,58,0,1,4,3,70.0,53.59400000000001,65.79,63.815200000000004
SYN_8732,20대,52532641,734,11241960,20,6,0,2,3,70.0,11.495000000000001,72.098,53.0779
SYN_8734,30대,51106719,733,24544672,87,9,0,14,2,55.0,80.31099999999999,64.634,65.48349999999999
SYN_8739,30대,43478221,690,9094279,56,9,1,1,3,25.0,23.953,57.818,34.5313
SYN_8740,50대,45297792,735,24683767,88,6,1,1,2,40.0,61.224999999999994,27.812,42.711099999999995
SYN_8744,40대,43520725,626,11448318,44,9,0,7,1,55.0,30.540999999999997,12.548000000000002,34.9267
SYN_8746,30대,49578772,710,20114534,80,2,0,13,4,90.0,69.11500000000001,72.782,78.56909999999999
SYN_8749,30대,49362367,727,21663182,38,3,0,8,4,85.0,45.059000000000005,74.01400000000001,69.7219
SYN_8752,30대,51650289,729,19782998,63,3,0,4,5,85.0,47.525999999999996,82.73400000000001,73.078
SYN_8755,40대,41405650,730,13924943,95,3,0,11,2,85.0,63.151999999999994,23.28,59.9296
SYN_8756,40대,46111145,745,17850810,32,8,0,9,5,60.0,38.465,47.694,49.8477
SYN_8759,20대,44699920,788,14508087,33,5,0,0,4,75.0,19.788,74.25,58.2114
SYN_8762,20대,49019436,819,18394491,19,9,0,18,5,55.0,46.381,88.15,62.3593
SYN_8763,20대,49976104,698,17170049,70,8,1,10,1,30.0,55.778000000000006,54.17400000000001,44.985600000000005
SYN_8767,20대,43189919,653,18419719,17,3,0,16,5,85.0,42.688,67.19200000000001,66.964
SYN_8770,50대,56334295,666,16628174,57,6,0,2,1,70.0,36.805,27.274,47.2237
SYN_8775,20대,46517031,711,27699153,85,9,2,0,4,0.0,61.75,69.1,39.254999999999995
SYN_8776,20대,46348459,721,18555511,38,8,0,16,3,60.0,52.448,63.704,58.845600000000005
SYN_8781,40대,44930914,688,12475734,96,9,0,5,2,55.0,52.009,23.298000000000002,44.5921
SYN_8786,20대,39110956,646,15285605,35,2,0,12,5,90.0,40.135999999999996,63.774,67.173
SYN_8797,20대,45360816,713,24792682,46,2,0,19,1,90.0,70.15899999999999,49.934,72.02789999999999
SYN_8803,30대,53838940,764,11237409,61,5,0,3,4,75.0,31.556,82.01400000000001,64.071
SYN_8807,30대,50419853,797,23789178,47,7,0,4,4,65.0,46.592000000000006,82.176,64.63040000000001
SYN_8808,20대,41282701,705,17305176,15,0,0,14,3,100.0,37.163,57.002,68.2495
SYN_8811,30대,41174576,716,11027506,17,3,0,13,4,85.0,26.683,63.914,61.1791
SYN_8819,20대,41498990,675,21869576,26,7,0,18,4,65.0,55.051,60.914,60.7895
SYN_8823,30대,47719317,747,16585032,85,5,0,14,3,75.0,67.18299999999999,68.066,70.57469999999999
SYN_8825,30대,50067932,682,15897610,71,1,0,11,4,95.0,55.684,71.106,76.03699999999999
SYN_8827,40대,43047556,795,22869017,95,7,0,17,1,65.0,85.658,25.195999999999998,59.2562
SYN_8828,30대,38750868,607,17647533,87,0,1,13,5,70.0,68.437,62.43,67.2601
SYN_8830,30대,46771550,721,26159497,43,0,0,9,5,100.0,55.655,76.28800000000001,79.5829
SYN_8834,30대,39531471,774,17866385,28,6,0,7,1,70.0,33.629,50.36,53.1967
SYN_8837,20대,44032008,764,21854277,79,9,0,3,5,55.0,55.796,77.106,61.870599999999996
SYN_8840,20대,54100557,950,28920986,91,2,0,17,4,90.0,91.03,90.95400000000001,90.5952
SYN_8842,30대,44870148,777,9956499,46,7,0,7,5,65.0,29.539,79.476,58.704499999999996
SYN_8843,20대,44409447,669,22667451,47,8,0,3,5,60.0,43.34,69.34,57.804
SYN_8844,30대,46297201,742,20624597,24,7,0,10,4,65.0,40.692,71.6,59.687599999999996
SYN_8849,20대,37573569,607,8559376,49,0,0,4,5,100.0,25.198,61.95,66.14439999999999
SYN_8850,40대,49289813,743,19885046,18,0,0,9,4,100.0,35.129000000000005,45.49,64.1857
SYN_8855,50대,52765373,683,12293447,62,5,0,5,3,75.0,36.904999999999994,37.906,52.4433
SYN_8858,20대,59346282,823,29339548,79,0,0,3,3,100.0,64.826,83.828,84.5962
SYN_8859,30대,35686141,706,14938243,75,7,0,17,5,65.0,64.49600000000001,66.436,65.2796
SYN_8860,30대,49885360,740,29004815,89,5,1,16,3,45.0,88.76599999999999,69.898,65.5992
SYN_8862,40대,44059883,699,12039545,61,4,0,6,5,80.0,37.589,41.129999999999995,55.6157
SYN_8865,20대,55225776,889,24432622,10,5,1,8,3,45.0,36.727,84.962,54.506699999999995
SYN_8872,30대,44208584,724,12583215,39,3,0,2,5,85.0,22.463,73.468,62.779300000000006
SYN_8873,30대,55387943,896,24682307,10,0,0,8,2,100.0,37.092999999999996,79.23,74.8969
SYN_8874,20대,51507036,815,25190024,48,6,0,3,1,70.0,47.562,66.642,62.2612
SYN_8875,20대,46505241,788,22737422,25,9,0,18,3,55.0,55.885,70.422,59.8921
SYN_8878,20대,44468162,779,23391569,26,8,0,8,4,60.0,42.523,73.138,58.6983
SYN_8879,40대,46806521,781,25341990,91,3,0,19,1,85.0,90.445,28.156000000000002,69.5803
SYN_8880,20대,41171296,600,9506810,31,3,0,5,5,85.0,19.177,63.506,58.8049
SYN_8884,30대,49344981,727,16644400,95,8,0,10,1,60.0,65.876,55.99,60.559799999999996
SYN_8886,20대,55116744,817,26172131,40,3,0,14,4,85.0,61.703,87.742,78.8335
SYN_8890,20대,44829049,746,17906269,49,9,0,5,4,55.0,39.985,70.336,55.0963
SYN_8891,30대,43269222,637,11954004,36,3,0,19,5,85.0,45.461,66.576,67.6111
SYN_8894,40대,52062512,745,21922681,45,7,0,9,3,65.0,50.491,42.734,53.9675
SYN_8897,30대,60127974,886,21824906,13,3,0,17,3,85.0,47.41,86.684,74.2282
SYN_8899,30대,52155835,849,18568275,78,8,1,15,2,30.0,68.62700000000001,75.27600000000001,55.1709
SYN_8905,30대,46145341,745,24175612,34,7,0,3,4,65.0,39.525999999999996,71.754,59.384
SYN_8909,30대,52255621,826,18970845,87,4,0,19,2,80.0,79.05699999999999,74.09,77.94409999999999
SYN_8910,30대,40251462,720,8476225,39,8,0,12,4,60.0,32.774,63.594,52.910399999999996
SYN_8911,50대,39681952,613,8858017,56,7,0,4,2,65.0,28.378,15.008,39.0158
SYN_8920,30대,47522931,676,25781076,21,9,0,19,3,55.0,59.907,61.634,58.4623
SYN_8922,30대,56959735,875,33278174,36,3,0,18,4,85.0,69.515,91.47,82.2955
SYN_8923,30대,45048661,728,21414499,54,3,0,17,3,85.0,65.45,62.80800000000001,72.4774
SYN_8924,20대,47588591,730,16453627,97,0,0,19,1,100.0,79.579,54.14,80.1157
SYN_8927,20대,42176748,726,24270193,72,3,0,16,3,85.0,76.16399999999999,59.59,74.72619999999999
SYN_8928,20대,58617460,902,27264225,64,7,0,15,4,65.0,75.059,92.694,76.32589999999999
SYN_8929,30대,53610892,880,28828368,39,4,0,0,1,80.0,42.367999999999995,71.584,66.1856
SYN_8930,20대,54970242,927,27833682,91,5,0,0,2,75.0,64.57000000000001,79.334,73.1712
SYN_8931,20대,45041380,737,15839059,23,3,1,19,5,55.0,45.989,75.694,58.504900000000006
SYN_8933,50대,48335530,773,18922435,65,4,0,13,4,80.0,60.79900000000001,47.348,64.44409999999999
SYN_8934,30대,39160611,628,10747741,28,9,0,1,5,55.0,13.331,63.152,44.9449
SYN_8936,20대,56690715,868,17959938,95,7,0,14,5,65.0,73.877,97.09,77.2901
SYN_8937,30대,40823582,656,20871067,35,8,0,2,1,60.0,33.383,41.292,46.402499999999996
SYN_8940,20대,56314820,767,31400656,80,2,0,12,2,90.0,79.858,71.97,81.5484
SYN_8943,30대,50426052,662,24697881,47,9,0,18,3,55.0,69.011,64.34,62.0053
SYN_8949,30대,40642282,702,15690744,78,3,0,0,1,85.0,41.504000000000005,44.262,59.7298
SYN_8950,20대,44498521,683,10439518,45,0,0,12,2,100.0,37.324,52.385999999999996,66.913
SYN_8954,20대,41796716,701,9311438,27,4,0,14,3,80.0,31.028999999999996,57.046,58.4225
SYN_8956,20대,43666762,706,15271586,66,3,0,15,3,85.0,58.361,59.332,69.30789999999999
SYN_8961,20대,55312137,706,21324415,87,5,0,10,2,75.0,69.49,65.644,70.5402
SYN_8963,20대,49262142,816,21855063,32,5,0,2,3,75.0,33.611000000000004,76.19200000000001,62.9409
SYN_8966,50대,44851130,661,9086650,23,9,0,7,4,55.0,18.281,33.428,37.512699999999995
SYN_8967,30대,51056606,767,30424077,78,5,0,5,4,75.0,67.919,79.91,74.3487
SYN_8968,40대,47346853,847,16361914,31,2,0,4,1,90.0,27.886000000000003,33.623999999999995,54.452999999999996
SYN_8969,30대,41124522,708,22175899,37,6,1,14,3,40.0,54.473,57.178,49.49529999999999
SYN_8970,30대,38569888,692,15967419,52,2,0,8,3,90.0,42.887,54.244,65.1393
SYN_8972,20대,42120146,731,10621680,85,5,0,4,2,75.0,42.67,53.998000000000005,59.0004
SYN_8974,20대,37949849,844,19696966,27,9,0,9,4,55.0,39.093,72.95400000000001,55.6141
SYN_8976,30대,50972912,765,24667363,86,0,0,5,5,100.0,66.289,85.57400000000001,85.55890000000001
SYN_8977,40대,55620969,707,22858796,93,7,1,10,1,35.0,74.422,29.95,45.3116
SYN_8978,20대,50139103,788,20347512,45,6,0,3,4,70.0,39.022000000000006,80.938,63.988
SYN_8979,30대,35968655,661,8452340,16,8,0,19,2,60.0,32.403,45.296,47.3097
SYN_8989,20대,46986118,804,21723542,32,2,0,11,1,90.0,47.282,60.532,68.3442
SYN_8990,30대,46805615,782,26421678,43,7,0,19,5,65.0,70.667,82.23400000000001,71.8703
SYN_8992,30대,41162076,725,9767676,30,1,0,5,1,95.0,18.935,46.653999999999996,57.6767
SYN_8995,30대,48400913,682,14781860,79,8,0,0,4,60.0,40.391,69.146,56.8611
SYN_9000,20대,48001300,679,26925042,89,0,0,17,5,100.0,88.526,74.50800000000001,88.9102
SYN_9001,20대,43822741,792,13748840,56,9,0,1,2,55.0,30.427,61.742000000000004,49.6507
SYN_9002,30대,56025405,848,25860064,62,6,0,4,1,70.0,55.958,72.09,66.4144
SYN_9004,50대,52584063,699,21765977,93,9,0,15,4,55.0,80.023,44.958,59.4943
SYN_9006,20대,58812791,786,25791234,50,0,2,11,2,40.0,61.432,74.69,56.836600000000004
SYN_9009,30대,54326060,600,19900481,84,5,0,11,5,75.0,67.592,77.51400000000001,73.5318
SYN_9010,30대,40640036,703,13004672,41,0,1,10,1,70.0,36.444,44.348,52.2376
SYN_9011,20대,61471102,747,13487582,23,3,0,19,3,85.0,42.209,77.358,69.87010000000001
SYN_9012,30대,42078968,677,20943223,97,6,0,18,4,70.0,85.027,61.544,71.9713
SYN_9018,20대,40787672,675,20330100,26,1,0,6,4,95.0,35.022999999999996,60.378,66.6203
SYN_9021,30대,46435361,696,21745228,34,2,0,1,3,90.0,32.766999999999996,61.658,64.3275
SYN_9022,30대,45739693,773,20923783,73,3,0,5,2,85.0,54.899,62.072,69.0913
SYN_9024,30대,48745220,735,14501062,82,5,0,3,4,75.0,46.004000000000005,74.096,66.03
SYN_9026,20대,33399614,600,6978447,95,8,0,1,2,60.0,40.379,42.598,48.893100000000004
SYN_9032,40대,38806236,600,20314527,57,3,0,16,5,85.0,63.85,32.026,62.7628
SYN_9038,20대,51477911,701,20408696,44,5,0,7,3,75.0,44.665,68.082,63.8241
SYN_9039,30대,49014693,786,15818769,46,6,0,4,2,70.0,34.042,67.366,58.422399999999996
SYN_9046,30대,40707978,600,9801372,64,3,0,9,5,85.0,40.415000000000006,63.178,65.0779
SYN_9053,30대,47876293,710,10776409,26,5,0,15,1,75.0,33.559,52.838,55.9191
SYN_9054,20대,51203308,707,17385913,37,2,0,1,4,90.0,27.545,74.398,66.5829
SYN_9055,50대,44773876,861,23367254,10,4,0,18,3,80.0,49.91499999999999,43.094,59.902699999999996
SYN_9056,20대,48872620,719,27734698,62,9,0,6,1,55.0,60.952999999999996,54.742000000000004,56.7085
SYN_9058,50대,47659304,780,26627279,82,3,0,1,1,85.0,61.043,29.188000000000002,61.0693
SYN_9065,20대,48883189,761,27765667,64,6,0,12,1,70.0,71.15,58.712,66.9586
SYN_9066,20대,45299750,600,25507842,70,5,0,3,2,75.0,57.452,49.67,62.1366
SYN_9072,20대,44579066,811,18317087,22,6,0,15,4,70.0,43.509,76.124,63.8899
SYN_9074,20대,43286777,767,12456473,56,5,0,9,3,75.0,40.735,64.674,61.6227
SYN_9078,20대,39822850,790,20676765,73,1,0,16,4,95.0,71.168,70.118,80.3858
SYN_9080,20대,54754205,950,15631514,41,6,0,13,4,70.0,45.003,91.394,68.9191
SYN_9083,50대,46652161,600,14316750,37,7,0,11,4,65.0,38.066,33.326,47.4176
SYN_9085,30대,53747064,887,15764106,62,6,0,12,5,70.0,53.083999999999996,95.892,72.69279999999999
SYN_9088,20대,39649375,727,16097367,40,3,0,19,5,85.0,53.951,69.806,71.1271
SYN_9089,20대,46171606,772,15178038,17,3,0,7,5,85.0,24.085,80.438,65.3569
SYN_9090,30대,39860691,746,10430044,81,4,1,16,5,50.0,58.832,71.852,59.205200000000005
SYN_9091,20대,40174069,716,15317141,96,8,0,17,4,60.0,74.47,63.214,65.30519999999999
SYN_9092,40대,47144094,704,25908644,83,4,2,9,4,20.0,72.92099999999999,39.257999999999996,41.65369999999999
SYN_9098,30대,42930633,776,18383804,34,1,1,12,3,65.0,44.56,65.26400000000001,58.94720000000001
SYN_9100,30대,46963171,628,25892404,42,4,0,1,3,80.0,42.571,58.664,62.37049999999999
SYN_9101,30대,50144398,810,13957636,77,2,0,16,3,90.0,62.494,76.908,77.8206
SYN_9104,30대,46227973,716,12333140,16,9,0,5,3,55.0,16.161,63.126000000000005,45.786100000000005
SYN_9117,20대,41558135,659,17879591,75,7,0,11,3,65.0,60.392,53.996,60.316399999999994
SYN_9128,20대,49514239,713,19079398,55,9,0,12,5,55.0,55.18,79.014,62.2582
SYN_9130,20대,56415799,850,26180826,14,9,0,3,4,55.0,33.118,90.346,59.0392
SYN_9132,30대,47025271,707,24352070,26,1,1,14,3,65.0,53.155,63.414,60.9707
SYN_9133,30대,51723945,778,25889019,85,3,0,15,2,85.0,82.60300000000001,69.686,79.6867
SYN_9135,30대,43489551,691,25089316,61,4,0,18,3,80.0,75.539,57.900000000000006,72.0317
SYN_9137,20대,53211015,810,19118854,21,3,0,14,3,85.0,42.837,79.876,70.8139
SYN_9138,30대,48510611,804,13706900,71,4,0,5,4,80.0,42.876999999999995,80.476,69.0059
SYN_9139,20대,54861158,897,23061713,44,9,0,19,5,55.0,66.43299999999999,96.886,70.9957
SYN_9143,30대,45376781,735,11085422,71,3,0,5,1,85.0,38.665000000000006,51.924,61.1767
SYN_9144,40대,47863907,803,15102998,30,2,1,4,4,60.0,25.484,49.63,46.5342
SYN_9147,30대,44404441,757,12573349,94,0,0,1,5,100.0,45.223,76.902,76.63749999999999
SYN_9148,50대,54988450,853,19720259,75,3,0,19,2,85.0,74.843,47.67,70.7539
SYN_9152,50대,51153029,692,12506231,62,8,0,1,1,60.0,31.120999999999995,25.080000000000002,40.860299999999995
SYN_9154,30대,56305509,809,11978248,30,0,0,4,5,100.0,20.576,93.872,74.3344
SYN_9155,20대,40417173,734,18701737,24,6,0,2,5,70.0,25.287,71.00200000000001,56.886700000000005
SYN_9156,20대,53646015,744,23824173,84,2,0,5,4,90.0,64.10300000000001,79.974,79.2231
SYN_9162,30대,46259207,757,22359090,83,7,0,10,5,65.0,69.24,79.078,70.4954
SYN_9164,50대,51503665,770,23905661,91,5,0,4,3,75.0,65.842,44.660000000000004,63.150600000000004
SYN_9166,30대,42468923,740,10435373,32,0,0,17,5,100.0,38.66,73.194,73.5562
SYN_9169,20대,49059899,767,15524100,40,9,2,13,1,0.0,44.321,59.594,31.1745
SYN_9172,50대,55368615,876,13942406,63,4,0,9,5,80.0,46.155,66.702,65.8571
SYN_9174,20대,43976976,828,23623946,64,7,0,2,2,65.0,50.573,64.612,60.555499999999995
SYN_9178,30대,53991335,819,26928797,35,2,0,15,3,90.0,61.673,81.146,78.8457
SYN_9183,30대,52379675,713,14698302,62,3,0,15,1,85.0,55.678999999999995,58.078,68.1271
SYN_9190,40대,43026760,678,14479524,75,6,0,10,1,70.0,53.57,14.518,48.4264
SYN_9199,40대,58100840,826,34084625,48,5,0,3,4,75.0,52.788,59.690000000000005,63.743399999999994
SYN_9200,40대,50051532,820,21905740,16,6,0,10,4,70.0,38.646,53.428,55.6222
SYN_9201,30대,57597922,867,29977543,97,8,0,7,3,60.0,79.21300000000001,85.486,73.40970000000002
SYN_9204,30대,33957150,701,10385332,48,8,1,15,1,30.0,42.933,41.67,37.3809
SYN_9216,30대,58643888,731,16656105,41,1,0,7,2,95.0,37.340999999999994,69.29,69.9893
SYN_9217,40대,48377291,618,24844969,35,2,0,8,5,90.0,48.617,42.162000000000006,63.2337
SYN_9221,20대,44476872,718,21097558,96,3,0,13,5,85.0,77.70700000000001,73.26,79.2901
SYN_9223,20대,41589554,829,19646538,87,5,0,7,5,75.0,62.172999999999995,80.34,72.7539
SYN_9228,20대,47040141,712,19806431,38,4,1,15,4,50.0,52.961,69.9,56.8583
SYN_9234,30대,42830372,801,18221382,34,5,0,1,1,75.0,27.510999999999996,55.494,54.9015
SYN_9235,20대,48924267,734,24182237,65,7,0,19,1,65.0,77.467,56.198,66.0995
SYN_9238,30대,50807828,775,15648861,40,1,2,18,2,35.0,51.748999999999995,68.522,50.0813
SYN_9244,20대,38192984,658,13027908,75,5,0,19,4,75.0,64.439,57.873999999999995,66.6939
SYN_9245,20대,53404835,756,29300814,11,8,0,19,2,60.0,58.503,69.01,62.2539
SYN_9247,20대,44027873,600,14245045,96,4,0,18,1,80.0,74.221,42.230000000000004,66.9353
SYN_9251,30대,51629116,735,21608015,56,0,0,18,5,100.0,67.999,83.344,85.40289999999999
SYN_9252,20대,40994288,619,19720539,84,7,0,17,4,65.0,76.004,58.013999999999996,66.2054
SYN_9256,20대,45222379,846,27132067,38,3,0,12,4,85.0,58.934,79.006,75.382
SYN_9257,50대,55489361,812,20759487,58,7,0,16,4,65.0,64.79599999999999,57.660000000000004,62.7368
SYN_9258,40대,47998143,787,17818693,82,3,0,0,5,85.0,46.688,54.290000000000006,64.2934
SYN_9259,40대,46601099,871,25026437,41,7,0,4,4,65.0,45.612,51.634,55.1738
SYN_9273,30대,50460196,674,26350377,39,8,0,19,3,60.0,68.717,65.148,64.1595
SYN_9275,40대,64947037,889,31981892,24,4,0,12,4,80.0,55.326,63.158,67.5452
SYN_9276,30대,50993759,824,19647479,71,4,0,5,5,80.0,52.093,90.756,74.8547
SYN_9278,50대,57345605,731,18899714,87,1,0,9,4,95.0,64.231,50.870000000000005,72.5303
SYN_9285,20대,52456573,840,23264080,26,8,0,8,3,60.0,42.337,81.078,61.024499999999996
SYN_9291,20대,41147720,661,22651380,31,3,0,5,3,85.0,38.953,53.752,61.8115
SYN_9292,20대,41047707,684,22720356,39,2,0,0,4,90.0,34.988,61.17,64.8474
SYN_9294,50대,53235412,701,12957464,90,1,1,17,1,65.0,68.21,27.678,54.76639999999999
SYN_9295,30대,41449280,707,15391780,25,2,0,6,1,90.0,26.754999999999995,45.314,57.6207
SYN_9297,30대,46926346,665,18108350,61,3,1,9,2,55.0,51.778999999999996,54.176,53.7865
SYN_9299,30대,49554180,847,29288807,17,8,0,11,3,60.0,49.522,78.36,62.364599999999996
SYN_9305,40대,44148466,729,20802722,73,5,0,14,1,75.0,68.399,19.85,56.4747
SYN_9307,50대,54051248,778,19615120,48,9,0,16,2,55.0,58.722,41.694,52.1248
SYN_9314,30대,43299815,704,9111283,40,4,0,2,1,80.0,18.220999999999997,46.733999999999995,51.48649999999999
SYN_9321,30대,38176023,604,16268867,21,8,0,14,4,60.0,38.367,56.120000000000005,52.34610000000001
SYN_9324,20대,54214023,771,12926270,42,7,0,0,3,65.0,21.412,77.096,55.552400000000006
SYN_9326,30대,47986986,600,25614492,67,5,0,10,1,75.0,67.124,47.066,64.25699999999999
SYN_9327,40대,50423449,744,25262524,21,2,0,5,4,90.0,38.319,46.982,61.5903
SYN_9328,30대,38726151,640,14878729,34,6,0,15,2,70.0,43.393,45.312,54.61149999999999
SYN_9331,30대,52846957,908,19642384,47,9,0,11,4,55.0,51.104,89.49600000000001,64.17999999999999
SYN_9333,20대,51499576,822,28784945,57,5,0,14,2,75.0,71.719,73.142,73.4583
SYN_9335,20대,49504650,758,15612941,91,7,0,17,1,65.0,72.736,59.208,65.5832
SYN_9337,20대,47610670,851,14264536,92,5,0,9,5,75.0,59.235,88.23400000000001,74.2407
SYN_9340,30대,47715189,682,27468631,64,9,1,11,4,25.0,69.41,68.318,51.3184
SYN_9341,30대,50077566,793,26225537,12,3,0,19,5,85.0,56.295,87.34800000000001,77.0929
SYN_9343,50대,39671458,765,20956457,78,9,0,18,3,55.0,76.643,31.486,54.4387
SYN_9346,30대,43905367,771,12209095,44,6,1,4,5,40.0,27.304000000000002,77.75999999999999,47.5192
SYN_9348,20대,50029356,851,12873473,60,6,0,17,3,70.0,54.966,79.106,68.2216
SYN_9351,20대,50035711,808,10528105,36,7,0,18,1,65.0,41.800999999999995,64.566,57.9101
SYN_9359,40대,58096393,773,17127781,46,1,0,11,1,95.0,46.864000000000004,37.248000000000005,63.2336
SYN_9360,30대,42040856,617,21427223,94,5,0,0,4,75.0,57.346000000000004,58.836,64.8546
SYN_9377,30대,39446140,673,11676663,25,2,0,1,5,90.0,13.302999999999999,65.37,59.6019
SYN_9381,30대,48103154,740,23649497,34,7,0,2,3,65.0,37.135,67.778,57.4739
SYN_9383,20대,46089561,757,13862048,42,3,0,11,3,85.0,39.724,66.89,65.9842
SYN_9384,20대,44573791,659,15962632,71,3,0,13,5,85.0,58.783,68.96000000000001,72.3229
SYN_9388,20대,60002838,942,35597578,26,1,0,6,1,95.0,47.491,75.354,74.8535
SYN_9394,20대,59596153,871,17755165,52,5,0,3,1,75.0,37.94,74.126,63.6198
SYN_9400,30대,49778567,798,17449789,39,5,0,11,3,75.0,43.934,75.452,65.8158
SYN_9401,30대,55944802,755,17926665,50,0,0,7,4,100.0,43.495,82.62,77.83449999999999
SYN_9408,50대,51190113,733,12482708,13,7,1,0,1,35.0,7.408,28.718000000000004,24.8378
SYN_9409,40대,40112802,673,15882971,75,2,0,4,2,90.0,46.52,17.83,55.305
SYN_9416,30대,58849278,756,20684124,69,0,0,0,3,100.0,45.294,77.80600000000001,76.93
SYN_9419,30대,50134972,770,23962252,18,9,0,14,5,55.0,48.605000000000004,85.208,62.1439
SYN_9426,30대,38324377,650,20198396,40,0,0,12,5,100.0,50.18,63.554,74.1202
SYN_9433,20대,57064565,776,23835862,98,0,0,12,3,100.0,81.136,79.22,88.10679999999999
SYN_9434,50대,57238887,737,12184932,78,4,0,3,3,80.0,40.556000000000004,45.43,57.7958
SYN_9436,30대,39834873,600,17828851,33,4,1,14,1,50.0,46.29900000000001,38.59,45.4667
SYN_9437,50대,41531748,681,9226539,33,0,0,11,3,100.0,29.112000000000002,25.330000000000002,56.3326
SYN_9438,50대,44938125,716,20066784,54,4,0,7,3,80.0,48.532999999999994,31.646,56.0537
SYN_9439,30대,58623658,901,27788316,46,6,0,15,2,70.0,67.669,80.678,72.5041
SYN_9441,20대,56089283,794,15654914,67,4,0,11,5,80.0,53.528,92.512,75.812
SYN_9445,30대,45002436,643,23749516,92,8,0,5,1,60.0,67.503,44.818,57.6963
SYN_9449,30대,49908616,788,28170122,32,3,0,14,4,85.0,60.107,80.618,76.2175
SYN_9454,30대,48790058,626,25626235,44,8,0,6,1,60.0,50.86299999999999,48.864000000000004,53.918099999999995
SYN_9460,20대,50235817,836,16178127,72,7,2,4,5,5.0,45.714,90.682,42.9188
SYN_9461,30대,50754596,712,22060850,15,0,0,14,4,100.0,44.278999999999996,74.452,75.6193
SYN_9462,50대,45659686,742,25840006,15,3,0,11,3,85.0,45.434,34.900000000000006,58.1002
SYN_9464,50대,54955114,856,18039889,39,6,0,10,2,70.0,43.388,47.744,55.3396
SYN_9466,20대,41782187,647,22061459,10,0,0,3,2,100.0,25.401999999999997,47.634,61.910799999999995
SYN_9476,40대,41620739,638,8481892,72,7,0,12,5,65.0,47.364,35.118,50.7446
SYN_9482,20대,43263067,703,8715720,17,1,0,17,5,95.0,30.16,70.6,68.228
SYN_9484,40대,58374270,833,29413899,37,7,0,7,2,65.0,52.415,48.176,56.1773
SYN_9491,20대,37735369,628,19040475,98,3,0,6,4,85.0,64.705,56.519999999999996,70.3675
SYN_9492,50대,36298838,600,18715349,42,7,0,15,4,65.0,53.059,25.106,49.4495
SYN_9494,30대,56254967,713,32178445,62,0,0,2,1,100.0,56.956999999999994,60.849999999999994,75.34209999999999
SYN_9496,20대,54589237,794,13492413,47,4,0,15,3,80.0,47.369,79.584,70.08590000000001
SYN_9499,20대,40374431,846,11821390,61,8,0,15,4,60.0,50.699,74.37,61.5207
SYN_9500,20대,42773706,712,24017006,87,6,0,6,3,70.0,67.291,58.976,65.8801
SYN_9502,30대,36790053,717,9966222,20,2,0,12,5,90.0,25.201999999999998,67.72200000000001,63.8772
SYN_9503,40대,47346546,842,22389788,11,3,0,12,4,85.0,40.146,51.336,61.444599999999994
SYN_9511,30대,24307426,600,10019161,62,9,0,18,4,55.0,52.894999999999996,54.338,54.1699
SYN_9512,40대,45215052,718,10547652,77,6,0,17,4,70.0,58.56400000000001,38.128,57.007600000000004
SYN_9516,30대,42540290,765,13362137,86,5,0,6,1,75.0,50.455,51.682,60.641099999999994
SYN_9518,50대,49549526,785,20223583,16,3,0,19,5,85.0,49.400999999999996,55.888,65.5867
SYN_9519,30대,37324393,709,20190258,76,2,0,17,2,90.0,73.216,49.222,72.7314
SYN_9526,20대,48014559,752,23191771,18,1,0,17,1,95.0,51.818,56.952,70.631
SYN_9527,30대,37925418,600,17019155,87,9,0,3,1,55.0,52.15,37.642,48.937599999999996
